monthly_data_usage,number_of_calls,call_duration,rakuten_fashion_usage,rakuten_recipe_usage,streaming_quality_preference,monthly_expense
1.7194260557609198,170,30.560421549021488,11.520833105867496,1.9634707120826156,1080p,19.994894266423987
45.4660201039391,182,87.66507618282006,0.0736911043155708,13.599930267217802,720p,113.7985478261602
12.938999080000846,38,99.63343376272474,36.467239704399816,0.31895217032953393,480p,42.74134153627417
33.1261142176991,14,36.83095305068483,48.34227498996427,48.91773935284283,1080p,75.63532374046667
15.585553804470548,3,44.861063095454256,11.214674164252253,48.287360490987375,720p,40.807213918486525
26.00340105889054,209,72.2070938202737,33.15235959017112,19.75776487361525,480p,74.67751149980845
27.335513967163983,160,88.61957804650746,37.094816347935755,36.4185427169823,480p,76.53298573897871
9.242722776276352,15,59.304433418678414,42.421268954526234,17.290304920521248,4K,30.165888894420547
48.47923138822793,107,39.15256981778293,21.131459850680457,33.5546578542988,1080p,111.22371975823415
38.75664116805573,226,41.262184084862376,15.146545282021462,40.27150215229896,480p,97.9395007445977
46.97494707820945,169,69.56181464968068,16.264756701151555,47.33781223461204,720p,114.35607562138698
44.74136752138244,33,0.32182636042786816,35.63106665492564,20.0106137924836,480p,96.16491767880768
29.894998940554256,250,61.95893374598407,40.8389733252818,39.16489914780239,480p,83.48589125570693
46.093711751155844,246,35.54930104413574,9.080698387830132,13.29642253160594,4K,113.04235360672526
4.424625102595975,268,79.41973312770843,18.54705040788826,49.51661518968242,4K,35.19122351796279
9.79914312095726,140,9.299063982313216,45.097009837457506,1.2884799382175571,720p,32.52819264014584
2.2613644455269033,273,58.82022669483905,40.33467598473696,30.17644032505605,4K,29.054751560537714
16.266516538163216,95,48.09728898861238,49.24292013812379,32.97529908256636,480p,47.09276197518767
19.4338644844741,226,64.23255259052274,37.712412984104034,34.402277853706444,480p,61.59098422800047
13.567451588694796,38,6.485359448296835,19.659760051396113,6.019378939454451,4K,34.68343912221927
41.436875457596464,28,57.99837874281313,29.531891699731887,46.92648917365652,480p,95.07358878947424
17.837666334679465,244,56.14845879595237,33.050712712366014,9.05916395250414,480p,58.49017854895417
14.046725484369038,235,56.06600944161709,3.9227908158561977,31.137670161992055,720p,50.45005191289978
27.134804157912424,184,60.34876665964548,27.224847955193255,11.133803956154248,4K,74.50448498178939
7.046211248738132,271,67.64679372263622,35.46604142363048,15.360820851063545,480p,39.40710186973988
40.109849037701984,235,80.49889996807697,8.366065200053018,27.322927086406217,4K,105.01958807221166
3.727532183988541,238,26.982072012821433,39.031585871277855,20.859670928228823,720p,27.053271569259227
49.34434683002586,265,82.5049410180062,29.18863902570558,8.011280048825315,4K,125.18918776185235
38.61223846483287,64,49.82556822634536,47.61108928487973,8.546820121042414,480p,90.40703375230028
9.93578407670862,176,7.705827913433117,2.121114910344585,20.907239408139983,4K,34.44215094476055
0.27610585618011996,2,5.85509292439792,13.26630687777335,37.86414891377504,480p,6.237721004800031
40.77307142274171,141,33.42383186960608,30.077693964991205,44.89823234238943,480p,96.93852603244402
35.34286719238086,157,78.48969771114676,14.827995610296535,4.206383112969142,480p,91.38470415587639
36.45035840204937,145,70.76809347409157,35.721208203562114,19.655195377970053,720p,92.22752615150789
38.56351733429729,292,78.86149646724064,37.95026412609655,5.012278186143831,4K,104.61318431531863
3.7022325867045183,152,51.72690564416094,5.125798203323723,0.8296240316298942,720p,25.17715573782513
17.92328642721363,192,44.01989979554906,25.692723210338386,33.08593413219783,4K,54.848562833982164
5.793452976256486,72,14.745252670628394,25.444527779552793,30.12247209832939,720p,21.661431219575814
43.155171293779674,139,32.81927536093116,18.464038510777055,8.150955690744311,1080p,101.54227012365247
31.164906341377897,186,43.40193661738753,46.646243128483604,11.690641654653206,480p,80.97000634449455
16.54490124263246,292,8.860042967961723,41.37531599366106,1.185387682225919,480p,53.57580678206109
3.177917514301182,60,22.061195271121125,34.86046909548184,41.74736028472019,720p,16.561954555714475
15.54911608578311,197,59.82252940637388,35.716331786749876,48.73452980242757,1080p,51.93048511220361
16.259166101337353,294,73.56631142391899,23.085807190655956,6.7729768397345405,480p,59.57496334506661
36.480308916903205,10,99.83475113929497,46.049726054828795,11.573760688264906,4K,88.44409294773591
31.877873567760656,61,93.31133313435576,34.729771362664266,43.4204761973467,720p,81.13688044895689
44.36063712881633,225,64.25651995351916,36.44905308279082,46.32318989780924,480p,111.39692625298457
23.610746258097464,152,42.1248053294072,43.08454518936726,20.981369140340515,480p,64.03397304913565
5.9797122969150855,198,63.617736470823274,13.70357946710955,2.5311236134537065,720p,33.2211982409125
35.66223936114975,51,78.56516180802319,40.35354519333515,1.96959168464097,720p,86.73099490310182
38.03925243084487,259,11.833619092338733,9.762030147824602,28.69749330345052,4K,95.2118667709236
28.063859878474812,58,40.99048896962883,17.26709761224439,19.64475544465895,4K,68.1267686539125
38.54835899772805,71,83.98022856356172,16.780522713492136,1.4326213788827258,480p,94.04474085181228
24.689779818219538,147,38.3832951933044,48.926273419457026,29.16261961562784,480p,65.56788915576952
26.136641469099704,62,57.18722712271865,42.82686118739634,0.5651268294511236,720p,66.09200565047128
21.37705091792748,242,58.77693608621982,35.058493079512985,39.368597907463645,480p,65.73179544447694
1.2709563372047594,106,18.447625313363936,36.35283808076951,15.321641135168578,480p,14.686675205745914
5.394571349665222,225,36.22354416522884,28.103639720128555,2.012900150461605,720p,30.66149711585333
1.5714592843367126,217,33.451128874193216,47.35453335542596,29.417611049157667,480p,22.338031456092747
31.82052056318902,240,2.6196708532064794,24.812937644118076,19.884220721652735,480p,80.90300821169869
15.717799053816334,258,2.4191763891355245,19.025885493494727,48.690020667857475,1080p,49.577515746546226
25.42853455823514,261,83.16970436757735,8.15176684657955,27.20993312518511,4K,77.22403955322801
45.37832369630465,4,27.30708099728124,39.3102826130529,13.761959051850415,720p,98.68735549233742
12.464611457443747,260,51.80787662388154,36.72219660377957,35.47194323169874,1080p,48.110010577275645
20.519146151781488,53,29.872557358877305,19.217751926206745,13.574600127135566,4K,51.6755480394507
37.77755692715243,46,94.06792451153404,1.259670697961468,45.212164570378256,4K,92.26190630545827
11.439908274581123,214,25.929675886577375,41.949866385900535,18.73609852536882,4K,41.17278413781998
3.8489954914396494,176,42.96568127389351,0.5708991727036816,27.49342813881026,1080p,25.79455911026865
14.4875726456884,8,87.27302504846018,35.18498898145255,2.5286551912114428,1080p,43.10244779622282
8.061064362700222,98,84.19335667918087,48.512855486302854,21.30606189761154,4K,34.441464393318526
46.484882617128655,19,18.610141784627732,21.883066407410173,41.61817698304975,480p,100.78077941272008
40.40601897822085,240,80.26433097957104,11.748670249797637,40.28244026816709,480p,105.83847105439881
31.67018782552117,60,45.81868867378927,35.243550502169086,11.215927942676313,1080p,75.92224451842127
43.57302950938588,177,48.29688720853552,40.85640710077926,11.303953550528135,1080p,105.82574773962531
40.18360384495573,61,13.347997241594378,27.321515803892364,40.86526561066184,1080p,89.75200741407089
9.328502944301793,144,8.060151375712465,48.35176376280731,46.51992100846628,4K,31.66302102617483
44.627949924498886,215,72.79393069737652,2.5834360828980554,4.768046063650178,480p,112.28529291873542
26.967112095782536,2,49.646115235529976,25.239779915226407,22.502931971311263,1080p,63.99883571511807
40.372007758203125,159,43.68507026151796,35.9226973661275,16.872713948211448,1080p,98.06252254255804
44.80456499617466,226,72.95082286523967,43.13202355745895,43.53442277287197,720p,113.20421227887329
15.900173748593193,268,76.55128989911097,8.962780595389502,4.176245734000938,4K,57.855476487097484
5.502596226383838,119,15.890816766935355,40.00017408818407,10.556297127901871,720p,23.54427412946121
11.396758127097083,88,61.02251494776413,27.635353785927265,37.623416879324715,480p,38.295767748970576
21.355389431312815,67,13.535408227768553,19.82768409949816,2.564692449060779,720p,52.41431968540249
40.90073829612466,97,75.13750860290457,6.585751428954678,24.626769035714464,720p,99.16522745253977
43.036529162817175,266,65.69551562671396,43.26478794544562,22.105351733986,720p,110.94260988830574
0.34760652655953517,104,95.6614621083458,7.863660408985767,16.720058949437433,4K,20.461359263953653
25.537365128878285,122,6.895801635642118,15.489392960454962,19.728615765946188,480p,62.86431042132078
20.87055015743895,28,5.705472115125431,14.502276598121844,26.497029346511646,720p,48.711647526390436
11.105390523536512,136,28.218707469320016,43.57070170954272,8.068367919419156,4K,36.832651794005024
5.99326836668414,194,26.170568373590598,33.6351497104449,28.59979391417964,480p,29.303593570727344
16.8807585701814,225,24.697879907199983,39.834069859568615,40.27161646499932,1080p,52.4813051310828
47.14548519562596,169,90.62545805210367,12.523394939624948,38.008046489507954,720p,116.80351619646228
16.160146601037763,8,24.95461998495061,31.243704980349946,7.694995234688684,480p,40.215755200570584
25.939531087168305,39,27.1949726128631,28.587299157187434,7.462473487073695,720p,61.54855943562292
35.15094794475889,24,75.93982624179637,41.64151883941356,13.408718387245667,1080p,84.09587851369741
18.1814801189647,260,44.973984245054,45.304353024063026,18.05373631705186,480p,58.8603586624348
48.589104136048036,225,77.67105569551812,0.6078385738693404,20.42277907042413,4K,121.19531384164789
48.122364747105564,123,6.536615756438524,33.700995952939635,33.98486084166726,480p,108.04839106985499
12.589114791268209,37,48.75711936733843,2.5917899559864512,2.83402160829177,4K,36.90394151927026
24.86242529461927,250,3.3613600183282633,27.442933253867796,1.7336352113033193,480p,67.56098659107137
15.043915490838483,175,6.265320345535452,14.38163645218391,19.595528147195452,4K,44.464363016230514
14.242024718873381,89,90.64374533444109,15.33882997610706,34.85818460689902,1080p,46.998423971190874
1.8443473677266398,36,13.924537111759516,17.64792517261783,9.671767147824129,1080p,11.881148446629231
30.478216698994842,175,53.24206822752171,31.064622452480506,32.07522406281259,1080p,80.03064022074186
25.133951161443076,283,41.10956026007065,16.70249828343846,12.991406897014974,480p,73.52885834889321
2.5739375624994674,80,34.73433262588427,36.63495252951402,44.30430544067582,1080p,17.621308387587362
13.932323211830571,113,89.98333456872724,20.226369278693486,44.78449721333082,720p,47.51297988053386
45.41329429833269,39,2.18233967754895,3.4176600154979306,14.864360214066325,1080p,97.99482256442028
11.97809453334862,300,66.37896861755891,39.187992124205365,11.499687698162026,4K,50.59408592845313
7.244743604561155,223,96.33944342135504,14.2879162296353,20.565198603311565,4K,40.273431551257815
24.47263801387815,114,56.016818346184195,21.638343979963132,12.026579259007436,4K,65.24695786237473
49.282522705530035,185,93.68224620330918,34.27219416109508,33.61919216458518,480p,122.18327003139099
12.10276357557502,55,5.225787928602377,16.6228078574356,41.30323422741428,720p,32.47810594401028
33.606777370293926,39,41.87933190741614,2.8292828073357814,33.65460654556085,1080p,78.35148793132947
38.08098076643588,39,26.015779096205115,18.69605235064068,41.21752236246748,720p,85.71353944249228
11.881877199619984,236,73.08209649807299,47.22242913471517,19.84960811037371,720p,47.871964049047264
36.41081743059298,288,98.12970904972467,32.08671986492791,7.815848535443043,4K,102.03460576615842
18.38915663596266,261,25.65300624442478,33.57395743336035,36.89754736987961,4K,57.3936138963678
31.615291529678974,215,65.41746014740745,31.614107681881993,18.023725257077693,4K,85.52232907409868
31.676485538044734,146,19.809763275974014,9.949606947971839,33.56354126145663,480p,77.63394740368686
26.788734203737924,167,56.53302545716099,20.916693205114008,13.532197099088282,720p,72.58077095319194
4.514488502720415,91,46.39324866883362,37.54698991816591,4.061481740333633,720p,23.218301872324194
41.7651247794619,58,97.2005329631537,5.068644877657958,49.62908977438817,480p,101.15030285523918
16.03900324858679,58,60.85272726964666,13.892638804485614,7.810075396529964,480p,46.06327922413825
9.325925519992712,168,34.950637208681876,13.815955423292682,49.42104969817405,480p,35.54691476085361
2.038757077738196,268,11.409578488793336,21.6009463797253,48.86399662832236,720p,23.618472004355727
29.54464715941209,44,15.124682873493455,49.01843704710925,39.69090519540198,720p,67.80176260617354
33.87821809211412,180,22.53169299512351,3.375127334191097,32.97114810409988,4K,84.00960548374059
0.8293914463928076,169,25.0966661340298,25.935049719029752,28.890352512554234,4K,17.618449506188597
25.60465291496405,190,85.06160578411378,8.968234100610523,43.305077268891736,720p,74.21546640833948
11.324788759896897,154,56.12227882825249,48.53382727048721,14.471976080974397,4K,40.96180540261905
32.25863952047249,187,52.33909113743665,5.66517523637321,23.38406062424385,480p,84.10118815468864
8.718321450249572,6,11.476887186921747,20.180050118079564,30.969498468325096,1080p,23.88433161919132
34.546886905123294,132,86.0139693349435,36.89424924173031,20.559523793474554,4K,89.29517074374093
19.33676731502687,234,72.28143032084837,35.227721401372264,21.3743227045134,720p,62.60167766213858
46.836499436836725,44,6.766836190000158,21.136431844696613,16.51423337510422,4K,101.54968249267347
6.876047207299663,248,70.78350972297687,17.326208397635913,28.2115908342268,4K,38.23044538689702
17.053317552512926,30,54.353821734264606,19.88061892764353,42.5287264007558,4K,46.04201727845231
5.673676062029454,22,8.172534574677826,13.213813157931964,10.076418900315643,1080p,18.26460558152669
46.23468091392814,159,45.830064152865646,10.26664693533999,46.72165193767207,480p,110.00236824314284
43.86696766904905,157,48.469628713004695,24.1519848779445,34.45438268741148,720p,105.43089820939858
12.89708138575778,38,16.577454016327575,13.426687803380366,41.16366063400151,1080p,34.35190817314832
32.999202301708955,81,94.56981470002823,14.373083244862507,27.809534631500583,720p,84.50538607342074
40.86111001006079,257,84.99753714806619,32.837803173727856,38.97583507120317,720p,108.0719737349282
27.760040579973115,205,66.90223373291083,48.42686658499461,0.8100198669733605,720p,77.46030453323732
26.482528917800323,76,46.22955610006072,30.181860027968753,40.91902123897676,1080p,66.38801344560672
12.092614545022585,11,41.17655415845085,3.848973353248314,2.006942954268326,480p,33.85288450589025
4.655138390294961,294,65.09734671509541,3.779180692703349,44.49566881814312,720p,35.52001145209947
44.860787897666334,223,54.543186940690546,47.5711610422783,49.59813736193217,480p,111.32589448940173
45.02090285816652,12,6.227310588188562,14.864539515366681,14.70337310883889,480p,96.2645367751519
31.655072863663396,45,51.25026487703317,4.603349304123771,10.515927814289682,4K,75.68517221503011
16.951489552435035,154,80.64036172328395,29.952229357519077,38.26816819290204,1080p,54.667015277198466
17.460478730633046,112,45.923987759695805,31.182438914513305,12.651317046012661,1080p,50.11335623723567
36.297783943511966,232,5.195657755426842,32.42524100593441,43.278119158610174,4K,89.71513366256663
44.85551299762886,16,78.6278199384033,13.370101392877064,5.142129607873835,4K,103.37380798909804
44.354321213255865,222,20.13637821359744,0.7555342107237517,6.297759818967913,480p,106.82228024787148
38.99377729288119,187,25.862083488803876,48.25076847272359,48.957577755030776,720p,94.92376293464277
32.10158230771439,162,16.47063534322959,12.544652284555124,33.69194491350023,1080p,78.95022814975172
4.206998249752441,73,33.02150648714976,33.801314402627376,42.34436122144764,720p,20.36614714821986
8.081435704730689,232,75.6751505688635,35.331493493935476,16.2164688675759,720p,40.33038646634773
44.927709426353964,223,51.93858595039374,30.500370853974285,33.82418747603022,4K,111.1992774477473
30.321452982979498,59,20.488127415071254,15.645369710682411,29.71209136542986,720p,70.64171870746611
0.4598525808314824,221,87.78300781520409,13.554812688203288,30.15750600614735,480p,25.748005943183372
5.0735771433016055,36,87.95818549515292,29.883414135135155,34.126622976886075,4K,25.742972836118504
33.17508845540279,277,87.05784250460069,43.304781680584576,28.76795865645493,720p,93.90596116126567
0.25307919231093434,195,23.87962113815393,47.33668644616978,21.453118465133297,4K,17.644120498437264
8.040402570874933,241,45.12393441809881,5.295290220187882,13.796134719027343,480p,37.64319858355975
27.436689468329305,218,98.49896561408751,7.7414306298859925,38.4290665456601,480p,80.62327549806737
34.59475988463466,191,77.20124763099903,47.236812939153985,11.31362150015931,720p,91.45964453236923
32.59806297513003,16,2.716742122555982,36.82676141673963,34.61771530772071,4K,71.26780016251566
11.21346547302799,11,6.5204591260492055,44.149691241488654,11.666641132466331,720p,28.6289768586609
35.6089610673768,192,46.39313768123328,10.131631706767157,31.266508497722693,720p,90.45723590287692
11.862454374840004,21,90.92202058615601,29.379293555470092,37.35391335645144,4K,38.86711080829561
16.269984907963387,119,53.870179795271426,35.056979720873684,10.93569444532696,720p,48.87698779545392
37.32457025590121,209,49.781250803429025,34.00559427234863,2.997165043065414,480p,95.07726559214532
32.48164495236073,269,10.547369995663058,20.407584543334906,6.548687149708704,4K,84.46802690428777
42.4611705247089,191,65.6780104724294,0.7697445845654238,30.299848363551273,4K,106.04014209666073
32.88064461501717,174,82.21031606002255,29.146302840213156,42.47232031128678,4K,87.6823208360366
28.415430166773582,284,38.04200075075623,12.655076958980437,2.2498410617712183,4K,79.8350604086228
4.683738391404624,203,77.56118509253275,22.51271230714452,36.70756295208231,720p,32.273595292062524
18.385790152971676,163,96.44766539008116,47.879050754190864,17.065932297502606,720p,59.56634684495147
13.260118384086272,250,20.376645912768907,19.951765882121737,23.926418495976126,480p,46.05790135944944
12.199482168954178,226,52.33296311947413,41.990080333221336,46.44297749227828,1080p,45.93226064985577
48.65052773762228,6,28.713795808457554,9.427030287462557,16.598575236792275,1080p,105.4724350560903
19.65488623333802,28,79.28544190338394,33.62302490125144,23.2668466969743,480p,53.63831665701443
44.602327758855665,32,57.75933658811575,48.85034772194717,0.6841207380340553,1080p,101.5805891765229
31.556931299863145,133,63.45824175503038,5.094655043646839,4.0799360002419185,480p,81.10968677522933
39.74056517708242,78,79.79141596158941,0.4159971113596006,12.929579556739201,720p,96.36027195032379
25.131854655259605,57,39.59704726624549,21.67913963163072,1.3926120410537202,4K,62.07341403714376
28.845194231317954,25,91.50900684070432,4.63127415256836,31.56876630241255,4K,73.09128914670634
24.625884690943195,225,53.302886724614,37.419217483811565,21.319917840081125,720p,70.83205805434778
9.762149389902225,284,15.7954822835348,45.727433192427945,27.407260136401103,4K,40.30384700815793
36.12260576307526,3,69.58991181688025,21.701048635437942,8.732359294816478,4K,84.35420270783855
14.03861812204279,98,79.32613504382545,12.935582107772047,14.796601471830806,1080p,45.909849748468126
1.215798321572692,38,31.67616770675267,21.72016595033049,33.191223742636254,720p,12.49921341382065
32.27361479535839,270,85.7179256998753,36.17239089250005,48.26513618151999,1080p,91.6190221607043
8.855533970352447,284,90.61432547657664,0.4527080790185489,2.52083868011046,1080p,45.97250048836256
47.02292921764572,156,27.690448737780894,29.472699474234858,44.519216042763304,4K,109.61490330906952
47.696428850129365,74,98.3521472715222,30.664584244368953,28.844060065560424,4K,113.92807242741095
45.743219511022424,287,14.071152804875842,31.884412344796775,28.195978337781185,720p,112.24355430253244
18.50793501277222,129,20.201566840248997,12.101103999043861,25.013926760388017,4K,50.48602670956934
0.7728308264433714,174,18.422483923802613,35.70263616890634,3.4697042952091692,4K,17.087910045267005
46.415928129386266,83,89.39897100078704,4.56957431658882,4.493842586808033,720p,110.92175335885125
21.409207415865716,21,65.42925523249619,9.96351682334004,30.045600282954304,4K,55.41134035498105
48.33274095218348,26,15.210428322227287,43.873502332724094,17.047928571777916,1080p,104.48652473658969
48.18099885446264,194,44.032341836834895,36.93615753632832,45.86340332888403,720p,115.46523189260878
42.650472773368,235,61.529802506980204,0.6872777005672626,20.329526867973613,4K,108.20392579743402
14.722444603479284,91,8.34640849893833,12.41881301849001,7.1640729351320545,480p,39.82953005685239
19.254886430096263,20,88.24163684073388,10.720324149658229,35.7359416751018,720p,53.33393654426592
42.556833575842845,83,80.36035354415351,13.540316401848628,14.667671072050492,720p,102.29970250610104
15.846100257813884,261,50.52067735766382,12.377988513994321,26.27351536779466,480p,54.79426825139416
8.474637334304624,146,96.71266152591704,3.126314787142287,34.8916392752585,4K,38.92054082120096
27.840063122917506,256,41.77609792750997,22.947025829841017,45.01320556010352,4K,77.65773603858601
46.80773870803905,57,98.41103190364979,36.63667373930826,39.6095597400838,720p,111.30658060644306
34.80148983374865,14,66.79199988036271,30.33658623587182,33.818053393636205,720p,81.98217965553357
28.50305850446825,161,63.467127325394145,33.64358342990399,33.98165911975718,4K,76.40282974147591
4.8588246885384265,162,16.5954895295785,4.057458926811957,47.296232201604326,4K,24.477198330034703
30.750361334958487,280,88.1927758304644,47.57453550883936,14.791204874826802,1080p,89.32000025296341
49.50269250521316,279,42.74896879206152,41.92459169215124,0.05560470980937038,720p,122.23028188963248
7.004200761826201,11,16.223340578247935,40.254515924783135,13.597727969909934,720p,21.180735581477197
25.916482618186837,273,1.260751997575904,41.149190252088374,10.8945689813372,480p,70.60904043613127
43.86865359639777,270,55.975568363838256,46.63552540663807,33.09172925569991,1080p,111.83486402917937
37.03843088771022,207,52.739962212267635,27.212698305684885,31.68557998827645,4K,94.7008579966472
34.8507870497634,26,71.93536223691585,10.014100893381295,29.67306913523619,1080p,83.19511032321837
35.12420419935546,71,89.02580530178021,30.839180392627057,0.812172160472685,4K,87.70098892888893
17.97455756098776,59,7.9406584643029525,37.14407468339695,36.438902722532376,4K,44.69318096840581
14.679592213224668,144,73.14964903403623,36.89586966770127,16.176520624274577,1080p,48.874149329852955
40.46805777392568,92,18.741194409758222,26.072451208344006,33.25279945033156,720p,92.41023498882717
40.50566973395904,7,85.8177053157164,3.422935966678903,27.828921425107666,4K,94.9431099994897
43.35361592900519,78,81.90635138616561,18.55564692150639,17.13654627139536,1080p,103.79786699662694
45.66202762782356,26,54.07937549855444,46.038330423167864,6.7288133552053875,480p,103.03199280550257
25.56711994304689,173,71.02427986233116,29.2224454878713,4.720944883024048,1080p,71.8866678723269
25.07581473435998,49,31.43501131837484,26.91659716278567,41.57591665561118,480p,60.745130600557445
39.91475894833876,198,47.116789893281464,13.442675719109676,45.9198771040779,4K,99.44119688600567
32.49819653888826,180,82.16368977104716,18.422445995828944,32.48940233821498,1080p,87.21276205488124
35.098343862885166,23,45.92651971732139,44.76730445765846,5.171705743024169,1080p,80.93933969750248
39.789633471805054,45,35.77982653254418,33.32315237634179,20.101360844412035,480p,90.40724959686453
44.50026709087832,14,49.421244725029986,39.36935133761664,36.446960005257864,1080p,99.64265865425963
16.89975784257679,152,82.82492524372184,22.717271153382757,38.9910442005034,1080p,54.68200820952576
18.7791476319972,221,33.520804737087275,31.512360972807897,5.91093111455443,4K,56.96037573770313
4.69909699204345,205,17.37615931357438,12.419180437160376,0.0015359422691207936,1080p,26.38580991544434
28.9140070498087,272,71.20140203307808,35.27304151417432,35.60685229403025,720p,83.54815430292521
1.7971136898371043,235,82.59782127080818,21.380066685166867,17.829808799310282,480p,28.604009506755027
23.27990090662301,227,10.063747852353334,22.12727574073728,12.724066580913012,1080p,63.91617659848135
27.13223173537883,8,23.98741127559447,32.466116228844086,0.644873489476272,480p,62.06320459831711
14.32706260641422,165,14.19719897609939,46.81403107344633,27.014970338074985,480p,43.32384511043838
29.541663028450536,213,34.79414115821666,3.200317330431046,42.557536771299084,480p,78.21274017272275
1.5250124969524714,116,45.035097890541266,41.23716186735038,47.881582313629394,1080p,18.35353478295907
1.8674094374607209,71,74.88263369633064,14.619155520609656,28.287247530664462,1080p,19.773082244554505
41.13002803298291,63,65.11475848816741,22.195972725318892,25.72306638699471,480p,96.92153191478258
18.009532070563143,204,62.092856747843115,1.0956664387504478,4.252819274462055,720p,57.4283498159106
6.353025632594239,208,35.23749466096544,15.05230389171565,27.443640077129988,480p,31.62980073128502
26.112163002740218,71,84.144755308476,25.131562131506524,18.99895394826973,720p,69.18880153632803
38.499677654930544,276,47.128716739816454,2.8088038673719504,30.356764044178846,480p,100.51222698384274
10.791051374842159,273,97.91049380151546,24.55478646915826,19.436317393827334,4K,50.023152129835864
31.144523790950014,94,63.41421382957368,46.35553144292137,12.014956172518337,480p,78.3304689648574
4.2673732496884,165,12.626474156450273,5.2696609053902606,4.748263761418825,480p,23.04739391502183
2.584086058430385,31,67.6177562075434,38.22203640377522,15.745922229444787,1080p,18.47994773761511
26.5677315784074,10,32.5104015431699,20.483552668799632,4.832241714387614,720p,61.88650331113179
27.031756080505325,300,68.63271966860974,32.7586857262169,8.844847541199197,4K,80.92678412787163
31.871495074910328,216,6.964114816240574,13.011829899261468,49.366807928977295,720p,80.23940163144471
36.30456668613308,288,17.48814371759594,7.974613127067914,22.20517784533093,4K,93.75794774402576
