timestamp,data_rate,packet_rate,voice_traffic,text_traffic,data_streaming,latency,jitter,packet_loss_rate,error_rate,signal_strength,noise_level,active_users,data_streaming_users
2023-08-21 00:16:00,635,567.8848625791594,16,24,595,62,1.779634205104088,3.7152188969534583,0.24813918256645884,-78,-102,1478,786.0510604412842
2023-08-21 00:17:00,404,454.2149814996164,57,1,346,27,0.0005333254764404938,1.0421940279340292,0.22834885017331907,-48,-83,1722,1083.0678303997668
2023-08-21 00:18:00,919,960.7217813655996,43,40,836,63,4.862877856921629,1.7766934581753258,0.04615012875867974,-33,-116,1817,1156.7450234492915
2023-08-21 00:19:00,688,799.0026668490462,63,31,594,81,4.058013712455244,0.3771523133237814,0.06888948354320157,-60,-120,2719,1579.3532882509874
2023-08-21 00:20:00,381,380.5994881823828,16,99,266,38,2.021052956123229,3.191030203473138,0.6449927770194811,-49,-102,2803,1415.0359742933701
2023-08-21 00:21:00,513,504.336200078554,15,1,497,38,2.8192043473414716,4.797856106667834,0.37440679970004986,-31,-101,1756,914.0996551433763
2023-08-21 00:22:00,124,114.74055842778844,61,81,-18,65,1.294920017698076,0.8074450274055972,0.09054010946181212,-72,-83,3486,1895.0502518456153
2023-08-21 00:23:00,44,35.50307025979265,6,50,-12,43,1.9063093037621532,3.2293828875472474,0.7405190387272584,-83,-100,2838,1591.5614515489883
2023-08-21 00:24:00,641,739.9331779951976,47,83,511,31,2.0461192185126156,1.3541349170755712,0.46266349769559,-51,-99,2445,1456.09442784085
2023-08-21 00:25:00,577,683.7730278387221,59,93,425,22,2.11410182787641,1.029734189210868,0.05006241997022154,-50,-101,4383,2573.791286939908
2023-08-21 00:26:00,55,52.459177803476386,81,77,-103,64,0.5418172869833996,3.6669226084087345,0.8770827417962803,-59,-84,4338,2186.5077496071654
2023-08-21 00:27:00,21,19.675540246409664,53,57,-89,74,5.8174498425195935,0.7941791541199372,0.34017881531429117,-40,-120,3148,2079.2162773881028
2023-08-21 00:28:00,132,133.03746732951865,97,31,4,57,3.3833701114845316,1.9094638236147454,0.8299749726882778,-46,-109,1880,1289.0798918975706
2023-08-21 00:29:00,519,426.6583034991567,72,79,368,47,1.9370392305405002,4.669734278505172,0.9468989556307472,-43,-103,2452,1228.7986020303065
2023-08-21 00:30:00,871,834.1336025878525,6,93,772,88,2.8849920796490323,4.003845980592796,0.8894666641172881,-64,-115,4015,2721.144315481324
2023-08-21 00:31:00,400,432.7229096122216,48,45,307,86,2.939733111812888,0.3445571529313657,0.05253475780411454,-69,-101,2119,1071.4952321859553
2023-08-21 00:32:00,986,825.1843822836208,34,63,889,82,1.7993327645198114,0.3478395745417229,0.7848153377003236,-39,-102,4692,3113.769667428277
2023-08-21 00:33:00,443,418.50124668664034,32,3,408,21,2.0768551918935194,0.12781138418575588,0.022004341879048983,-53,-93,4221,2735.9107025711583
2023-08-21 00:34:00,709,574.6499766975847,63,50,596,28,1.5317233509093613,0.32354457803271897,0.24161699637781076,-36,-82,2594,1348.3882903890092
2023-08-21 00:35:00,961,1128.396610629636,14,87,860,72,3.5615410738783173,0.40684022414462895,0.23368370360382762,-35,-89,2752,1397.079802252349
2023-08-21 00:36:00,423,414.25786610553024,82,53,288,68,4.280472818081848,2.8732454566702788,0.6560660132695797,-48,-104,3137,1662.287508004205
2023-08-21 00:37:00,169,166.73299807841767,41,51,77,80,7.0242550874430645,4.78928180971865,0.32219703676039946,-56,-115,1960,1163.317857979007
2023-08-21 00:38:00,866,900.5495502172591,7,31,828,22,0.6667674309445295,0.5422929343352118,0.17699320126902884,-54,-100,1345,781.2338932028065
2023-08-21 00:39:00,355,333.5851567192084,89,72,194,71,6.343916870476241,4.609438174622616,0.9983385991389321,-40,-94,2693,1829.5732297679517
2023-08-21 00:40:00,339,292.7817713667901,2,13,324,29,2.356440501760832,2.2783229126445095,0.24394074726734882,-61,-112,2231,1282.8697525335488
2023-08-21 00:41:00,952,763.3884472029221,21,5,926,35,2.8464410115737047,2.4166795894313924,0.8598342982096946,-55,-92,1152,679.2697126994098
2023-08-21 00:42:00,770,889.0361731822958,90,72,608,55,3.003791352015745,3.4098820636999205,0.5264301461213069,-81,-95,2009,1244.8639530529115
2023-08-21 00:43:00,961,862.7301632470201,63,36,862,74,6.356465186775708,1.7386474552254634,0.007832766185395856,-61,-116,3165,1706.4458706633222
2023-08-21 00:44:00,204,211.6776420705269,43,42,119,56,1.5174111426536994,4.23639781867988,0.9322907649435569,-89,-99,3838,2042.1249934027542
2023-08-21 00:45:00,681,795.1331717417402,78,3,600,43,1.056449160635142,3.4327482402583023,0.3153209120140483,-73,-102,1716,953.2707897594573
2023-08-21 00:46:00,578,606.6068146869505,36,75,467,94,5.96778878618715,4.5830350108923295,0.9659392637314719,-77,-116,4915,2512.8562569383935
2023-08-21 00:47:00,603,635.778786256475,3,32,568,72,3.341413928574341,1.507214321976222,0.578163211262603,-37,-119,2092,1160.6090560148414
2023-08-21 00:48:00,402,383.3404577607032,6,89,307,65,0.13044356870377916,2.777777732839008,0.37585726684517184,-74,-113,3147,1649.5397459440803
2023-08-21 00:49:00,958,908.1693817043646,92,5,861,44,2.461890689081082,4.318769422363547,0.7421233385790017,-48,-89,4111,2507.0796436386645
2023-08-21 00:50:00,990,896.1025168944749,46,40,904,62,3.6607768216165884,1.3603682365548613,0.4776761205488471,-42,-112,1631,993.187811332817
2023-08-21 00:51:00,612,714.45463756399,69,87,456,41,1.7082902300740193,1.7627857153734638,0.6336140280150575,-37,-109,1537,914.6460376200628
2023-08-21 00:52:00,843,992.2045473745249,78,55,710,98,5.057436570414881,2.9073696926355383,0.62506329284148,-42,-100,3143,2082.4802092120067
2023-08-21 00:53:00,813,770.2578931705618,5,88,720,33,0.3292698003893362,0.8661307849634686,0.13516498837741098,-50,-88,1655,1119.1040154962193
2023-08-21 00:54:00,347,345.91470353525705,85,32,230,24,0.32696900807805546,1.8786011421344684,0.35197030799550877,-87,-118,3124,1928.6717335899305
2023-08-21 00:55:00,50,59.814816175200015,73,23,-46,78,6.0890395905493095,1.14299423589943,0.44356137932949047,-69,-106,2975,1672.7939799809803
2023-08-21 00:56:00,514,547.0995308030602,76,8,430,40,2.7359570994631817,1.8894755942661519,0.13124028205943572,-65,-87,3686,2199.1232092001596
2023-08-21 00:57:00,382,445.35482928507156,42,69,271,50,4.032920764232846,3.419880340645682,0.497640838039605,-45,-115,2866,1548.7555260864517
2023-08-21 00:58:00,41,34.82840720696478,78,26,-63,53,0.48742845691676107,0.685448746144221,0.15051851465674448,-43,-94,3664,2220.848850585244
2023-08-21 00:59:00,290,255.93994847810097,69,37,184,93,4.8506797914011806,3.359902198449679,0.05231569102637135,-31,-113,2158,1410.1935494185811
2023-08-21 01:00:00,633,547.8197902255508,14,13,606,30,1.7146320910117068,0.03236299754289074,0.7766561202587098,-36,-113,1723,1053.3958597437281
2023-08-21 01:01:00,972,1138.738843050558,43,65,864,51,4.418556765614178,4.853029960532897,0.019014512674347617,-51,-111,4111,2593.500683143718
2023-08-21 01:02:00,753,717.6396814533834,91,3,659,30,0.6760272863179932,2.9053595772436474,0.8659178436207996,-82,-118,2605,1434.0956282691955
2023-08-21 01:03:00,917,1012.346905806397,22,32,863,67,5.312763939928683,2.2854540556983376,0.6704743773870099,-36,-102,1625,826.7578855211242
2023-08-21 01:04:00,620,635.951353624007,51,76,493,72,0.5613352109873796,0.14845466103474314,0.944607578447207,-45,-102,3374,2142.6038669935606
2023-08-21 01:05:00,533,504.5079444167189,76,70,387,38,0.8804582123542753,3.672860171195413,0.17929565675734105,-70,-117,2618,1824.2882157862957
2023-08-21 01:06:00,946,833.1403655827277,31,51,864,65,2.0135951441013713,4.950545427241777,0.414176747952261,-47,-104,2533,1369.1400913621553
2023-08-21 01:07:00,485,441.55249258932616,16,53,416,50,3.210449365612069,1.4129661412597643,0.12061397913753469,-73,-84,2869,1547.3092784539836
2023-08-21 01:08:00,247,217.64155714548093,35,21,191,48,1.149673155326138,1.8216381117880975,0.8456718594437773,-88,-93,2017,1304.543270078964
2023-08-21 01:09:00,686,723.6887023646566,33,63,590,17,1.6557050481807774,4.431975542082008,0.4258988148631867,-58,-111,1429,737.7256500571859
2023-08-21 01:10:00,191,187.1492527959374,91,47,53,36,0.8338996079130997,2.37102393583345,0.5586349290917624,-73,-118,3562,2492.1519032810875
2023-08-21 01:11:00,852,744.6348468268831,27,71,754,51,1.959285401814521,3.3803163544631625,0.26533594293835205,-85,-84,4840,3004.409911472025
2023-08-21 01:12:00,162,154.6824340107499,24,91,47,81,5.042664638510579,2.902590518098429,0.2828225955841618,-38,-120,3452,2116.0655622761524
2023-08-21 01:13:00,864,792.4969049331054,46,64,754,20,1.6198479457960566,2.7108640885102826,0.7776453016042805,-90,-107,3002,1911.176700686806
2023-08-21 01:14:00,574,557.6365731146888,88,8,478,40,1.2144817359007654,0.4197257258151976,0.5879044056638499,-88,-105,2993,1980.4304146493582
2023-08-21 01:15:00,564,476.2327154530388,13,11,540,64,4.388646986129984,1.3699098642571983,0.07741465862131458,-77,-83,1028,584.6430765877506
2023-08-21 01:16:00,395,329.3894712719892,14,90,291,98,8.73299904957562,4.2450822495530804,0.6150008044804657,-82,-111,1936,1047.3147670338467
2023-08-21 01:17:00,991,974.988719364341,88,55,848,28,2.6205555767526523,0.4900373319365381,0.8404932477768137,-57,-99,1131,691.055060525391
2023-08-21 01:18:00,814,693.8461833707261,16,60,738,67,5.895621300352424,0.24143515733990872,0.7095448449245776,-78,-108,2717,1756.1476137363168
2023-08-21 01:19:00,490,478.38902947513793,2,60,428,82,0.033681973705371786,4.214669277285073,0.27198436346420474,-52,-118,4432,2609.9742036972784
2023-08-21 01:20:00,155,176.8008213159231,85,3,67,83,7.405049561161831,4.532728161005862,0.6137937653673033,-80,-83,3321,1787.481984850253
2023-08-21 01:21:00,996,836.6007610772905,35,20,941,99,6.070075405436167,3.2644546665227208,0.8786832122905082,-84,-88,2993,1571.2875934232104
2023-08-21 01:22:00,882,795.6807308866019,2,56,824,50,0.3689852417795081,4.796519726943681,0.7437438811247356,-32,-111,1076,713.6304051721612
2023-08-21 01:23:00,511,575.1017047617813,95,53,363,67,2.003279494665529,0.4511375534192458,0.06700024728571063,-46,-85,4522,3097.8151223632726
2023-08-21 01:24:00,680,613.639832826524,79,90,511,22,0.23303376637874168,1.8022288075656256,0.6622169061146103,-38,-117,3931,2086.179157220963
2023-08-21 01:25:00,761,809.0972737342802,14,18,729,37,3.513459124122941,2.9914133949824167,0.3244881060608191,-79,-84,2501,1706.871876448889
2023-08-21 01:26:00,566,548.1326167135508,84,11,471,79,4.091344558246293,3.222182745313478,0.8730158106316719,-83,-112,3581,2027.4400071288785
2023-08-21 01:27:00,586,536.2122625112191,1,61,524,52,5.057192056042399,0.9924007671489155,0.24427562325130625,-82,-101,4966,3392.280820042125
2023-08-21 01:28:00,203,238.92804351718726,8,60,135,44,1.9171216564154836,1.9160130779739315,0.35313930879713773,-69,-88,3329,1940.6973002791256
2023-08-21 01:29:00,28,30.719258540439775,94,47,-113,83,4.228014565203119,2.720111121937136,0.400251604826269,-85,-91,3976,2223.493334983173
2023-08-21 01:30:00,161,152.67137829542838,60,85,16,12,0.19104549972523086,2.5339809998152414,0.0026091660521039284,-49,-81,3971,2193.6126404708457
2023-08-21 01:31:00,771,862.5011287083646,64,85,622,36,2.942998592314065,2.8719842001185665,0.3478082856795859,-62,-84,4329,2740.829379629643
2023-08-21 01:32:00,59,51.84143660094243,98,92,-131,98,5.14026209852184,2.137881700352553,0.22077084828675675,-86,-115,3779,2464.754948385662
2023-08-21 01:33:00,522,512.2825792480138,33,72,417,59,4.375456384831886,0.2525825432578144,0.2863472625507325,-34,-105,2597,1722.658414720074
2023-08-21 01:34:00,937,1103.58269348333,10,74,853,27,1.942818981655464,3.8399707575002378,0.24783479988283508,-59,-89,2053,1054.5903976327218
2023-08-21 01:35:00,245,283.3482497088224,36,22,187,85,6.3226438301288335,1.192234284388634,0.44839800344524483,-51,-100,4210,2160.7907495332124
2023-08-21 01:36:00,69,67.38160333642608,22,81,-34,12,0.27230706444591307,1.9855290382909752,0.13625959357907336,-31,-98,1165,635.9380371445678
2023-08-21 01:37:00,470,493.1950365738106,81,38,351,93,9.134344171690069,4.998797016398116,0.3504150342333615,-62,-86,1240,630.1085454711323
2023-08-21 01:38:00,778,650.209128387853,34,6,738,96,2.5627859263877393,1.5945147076074222,0.09254655872430884,-77,-111,1996,1226.2610889812136
2023-08-21 01:39:00,433,511.90593847353085,13,37,383,60,5.648209865824344,0.21395251860436615,0.7292435493622533,-83,-98,2960,1772.0285692875757
2023-08-21 01:40:00,615,524.9581018049515,64,35,516,37,2.299558073570862,2.981135858710563,0.09935046514963852,-85,-93,3489,1823.418772936588
2023-08-21 01:41:00,310,334.2893373492263,79,2,229,82,1.5204467723226394,1.2324564318942826,0.7813350589176634,-47,-89,2064,1364.787906637079
2023-08-21 01:42:00,265,275.54123675922096,94,71,100,19,0.5376404323384015,2.834882835371273,0.33558496012370964,-82,-82,2771,1652.707371147056
2023-08-21 01:43:00,406,344.0739044777326,25,26,355,92,7.401176885547396,2.5415188906235193,0.17646308088670348,-88,-103,2002,1093.5843543470296
2023-08-21 01:44:00,432,376.8816671078608,8,48,376,51,4.9075868044429,3.186941881345797,0.3938145569748672,-84,-99,1022,652.8757404257723
2023-08-21 01:45:00,853,918.5729178417428,20,93,740,34,3.3574638240606545,3.5647987686680156,0.7485385400249404,-71,-98,1230,744.998694236406
2023-08-21 01:46:00,954,926.461845977157,62,26,866,75,5.645615759673306,1.2917654601088202,0.8973832733259801,-70,-81,2726,1489.4063617358622
2023-08-21 01:47:00,879,901.8974744971126,34,54,791,13,0.863006761245634,3.706001275806971,0.7745023305710245,-34,-92,3416,1971.4600778914769
2023-08-21 01:48:00,615,580.8342856307879,56,65,494,34,3.0291939856257764,4.240359723388034,0.14447713961485797,-34,-86,1422,944.4365870972657
2023-08-21 01:49:00,953,1090.371184908353,74,17,862,63,0.5622750287125534,1.0804842952718197,0.03360730912939103,-86,-99,4303,2666.1592367422036
2023-08-21 01:50:00,367,330.58424948859806,53,71,243,95,6.031952464313163,0.8853376128669666,0.8096408584962298,-74,-117,3459,1853.823295763453
2023-08-21 01:51:00,643,552.4204851966623,25,58,560,69,5.327168220960165,0.3865323296277817,0.46223481408645783,-66,-118,3054,1724.5600503650078
2023-08-21 01:52:00,790,809.2505549465765,90,75,625,91,7.266503574906594,2.675192474609787,0.6066330140916713,-51,-112,3689,1904.256063100832
2023-08-21 01:53:00,423,340.4163482459361,94,66,263,44,1.5845654537109786,1.092119470104439,0.3971680258280208,-35,-120,4673,2666.981662198671
2023-08-21 01:54:00,582,473.98429718619724,76,7,499,53,1.7589715692963799,4.0533083632246445,0.836455758773154,-42,-97,3657,2138.2978631855726
2023-08-21 01:55:00,691,709.8959224414729,60,16,615,67,0.7773835562472826,0.08013527610030713,0.8743249764810782,-36,-90,2405,1458.4893578449228
2023-08-21 01:56:00,98,99.54623841658864,66,97,-65,82,1.4321725429013152,1.0886997775423009,0.8855352479159094,-41,-86,2877,1471.7373953204662
2023-08-21 01:57:00,51,48.26622645625278,29,89,-67,44,1.612952898129691,2.616780890480219,0.6386216616057794,-44,-83,3053,1558.6193254557254
2023-08-21 01:58:00,961,854.308784568924,31,22,908,51,4.41813748752289,4.009734643080215,0.5888881815337632,-74,-106,1155,799.9997077328227
2023-08-21 01:59:00,595,559.5644233611913,85,21,489,27,0.5370302079452359,0.5264268821189105,0.5100448361443352,-70,-106,2387,1421.6498417386777
2023-08-21 02:00:00,237,216.6219955946009,81,46,110,88,1.3270031742351813,2.3270226939607923,0.39475538858392867,-62,-94,4719,2659.259011266394
2023-08-21 02:01:00,434,364.76410526834326,6,95,333,35,2.7907054169168766,4.349391832821732,0.12003635898520826,-36,-82,2383,1308.8731557995477
2023-08-21 02:02:00,224,222.6852404697341,71,12,141,98,4.057107449269268,0.705946637676847,0.9575231209074107,-31,-120,2887,1919.4967924455352
2023-08-21 02:03:00,844,772.2029367407337,63,85,696,66,4.750326851096974,2.765349105705124,0.47253838113421476,-33,-96,4727,2411.2041363946328
2023-08-21 02:04:00,656,577.3372727633231,55,95,506,24,1.7319392307569368,4.515904443807449,0.9951076245494718,-36,-93,1183,778.5968100614646
2023-08-21 02:05:00,889,871.6252144259261,4,5,880,68,2.9357096354309236,0.9581347547533747,0.706054895574991,-67,-91,4162,2745.905395056041
2023-08-21 02:06:00,702,791.010028557791,19,77,606,46,2.3080123673634803,3.028937097947764,0.0018827900964596411,-35,-111,3534,1794.5771086719114
2023-08-21 02:07:00,668,789.787448135122,41,74,553,71,6.753766286740162,2.9668158166201226,0.5860559899075602,-80,-87,3257,1652.0940579008907
2023-08-21 02:08:00,993,796.1312624583733,45,9,939,60,4.076045321825825,1.6974748459087186,0.15752866315501546,-35,-103,4752,3018.2223850694268
2023-08-21 02:09:00,436,439.62730734692815,44,28,364,64,2.1073066541020027,1.906750929257247,0.027045851324141945,-76,-113,1028,669.9241124461143
2023-08-21 02:10:00,911,932.2130654153136,10,51,850,64,5.508296513752609,3.335764394026816,0.5716031814982188,-86,-104,1245,643.1055406122956
2023-08-21 02:11:00,609,697.85618550212,41,44,524,72,4.65499179981153,1.3227885489466673,0.12619480080956358,-73,-115,4977,3044.98214879069
2023-08-21 02:12:00,913,759.2301950722926,63,72,778,40,2.8181992407315173,2.832379451629164,0.9106256641902754,-71,-104,3931,2573.6431383758495
2023-08-21 02:13:00,940,865.656886056719,34,35,871,73,1.521730396680702,3.3889341907889436,0.2552257496940986,-55,-101,2483,1310.4307662344843
2023-08-21 02:14:00,348,370.4794540281386,24,25,299,24,1.6869653341409592,2.886208151316965,0.6090062293467515,-33,-107,4653,2451.291680212405
2023-08-21 02:15:00,659,683.4849536505477,45,53,561,93,6.243504179108746,0.5302884857665779,0.7858175517480909,-60,-90,4137,2614.0921453140368
2023-08-21 02:16:00,706,662.178864663358,61,83,562,97,5.460958153457407,2.3392368050458785,0.3052493976836781,-66,-92,3735,2598.7224957066433
2023-08-21 02:17:00,819,690.1927328715904,22,29,768,11,0.921660316164183,1.4550208648974483,0.21121998338799242,-59,-84,2366,1523.1832594969549
2023-08-21 02:18:00,409,453.83356022768044,43,11,355,47,0.7389187489023669,4.702011715842138,0.10583785507469456,-65,-112,3894,2012.2071800548717
2023-08-21 02:19:00,563,645.8163722722345,76,33,454,12,0.5557280580150883,2.945148761565228,0.11841871930793724,-73,-100,4198,2856.450163707862
2023-08-21 02:20:00,179,165.26350728418947,64,4,111,67,3.2833706429892335,1.694004109085145,0.9830431652521444,-42,-85,2578,1514.2089952786166
2023-08-21 02:21:00,631,727.7467336778018,10,26,595,36,0.6343202801009942,4.512028398608608,0.6685725239287794,-60,-115,3802,2051.2939225908854
2023-08-21 02:22:00,691,704.813946273625,36,58,597,27,0.43318736929126506,3.9734792647723354,0.9774348035693529,-46,-108,3741,2323.506816519276
2023-08-21 02:23:00,550,521.0884934561574,43,61,446,50,0.9559989640316785,0.09841135540108681,0.22572853224564493,-64,-113,4542,2910.4269022527365
2023-08-21 02:24:00,943,1089.3659999001188,49,10,884,65,1.748368996975439,1.2684406761861493,0.467705068941918,-54,-104,3939,2518.5345227496064
2023-08-21 02:25:00,766,769.5062116414163,17,2,747,53,1.0343499471441577,2.888185251293889,0.6104193020601428,-49,-115,2779,1480.7618909439504
2023-08-21 02:26:00,108,103.37860856056763,68,39,1,39,3.5806810565211498,2.1323743707534732,0.735028995121386,-52,-81,2601,1334.908692931213
2023-08-21 02:27:00,331,369.1738065215719,46,64,221,52,2.895245183994782,3.9683808550727955,0.23515359289574167,-55,-106,2062,1081.4428684572517
2023-08-21 02:28:00,995,1155.7802539808738,8,42,945,86,2.7206008407862847,2.16214606278815,0.30162230012919544,-78,-92,4392,2554.6116869155667
2023-08-21 02:29:00,814,660.716689459875,20,43,751,70,0.1596949629312402,4.865842519950359,0.12394192749864297,-64,-112,4018,2412.3085792814554
2023-08-21 02:30:00,338,297.69221373087896,42,63,233,26,2.450481107234557,0.3190743459918216,0.9623160847835551,-71,-116,1888,1165.3664068205142
2023-08-21 02:31:00,998,848.4665230034838,15,33,950,19,1.6819906291078877,1.3910967268020147,0.2787110838502135,-66,-88,1187,690.7548134542885
2023-08-21 02:32:00,607,701.9507149553102,50,82,475,99,9.171639844748466,2.533823274436336,0.6018751365682196,-35,-93,3850,2643.712098791742
2023-08-21 02:33:00,239,239.0530825401869,67,65,107,94,5.78719158141829,4.398154021901787,0.7348383642168947,-42,-98,3456,1825.1521538257668
2023-08-21 02:34:00,105,108.48337714997116,56,2,47,49,4.79055357699025,3.080457318991075,0.5943131722485709,-60,-109,4531,3057.5242227990884
2023-08-21 02:35:00,832,835.9166962958166,2,89,741,88,0.4439607008904892,1.0749685924292534,0.6018219878772033,-40,-88,4292,2279.9543658906855
2023-08-21 02:36:00,639,657.9109314160113,36,19,584,85,3.81649596465715,2.8236240338376497,0.9332467031914046,-65,-113,2686,1585.4184106096652
2023-08-21 02:37:00,512,558.0000159331269,47,90,375,13,0.2856396900942231,1.7378367479583838,0.8920884896479404,-79,-84,2381,1601.629654878808
2023-08-21 02:38:00,347,397.97200358285903,15,74,258,37,0.36081193842803455,1.9192126028372276,0.3985145566897239,-69,-102,2398,1210.259186544926
2023-08-21 02:39:00,986,1119.8861383357482,9,24,953,66,6.309556347895172,3.811049287259247,0.6493594615556956,-71,-88,1075,667.6173273817004
2023-08-21 02:40:00,435,409.21282315766325,40,48,347,58,4.644838759079093,3.4991265850525943,0.3356250263616095,-32,-118,2882,1604.6956516328723
2023-08-21 02:41:00,639,564.5312353210628,86,70,483,22,2.1414950945453786,4.53520156397769,0.8551588440853074,-40,-92,4704,2467.6381008344742
2023-08-21 02:42:00,708,594.8128993976259,63,61,584,67,2.5483229814124755,1.4720681306355425,0.41266896936993025,-55,-101,3255,2196.1867363871556
2023-08-21 02:43:00,288,254.1236430720962,67,87,134,13,1.0002640184349627,2.6199546992296567,0.9361744565641833,-56,-116,3938,2695.118580042736
2023-08-21 02:44:00,18,16.8769969662978,35,13,-30,65,5.202171373310559,1.5889665770939398,0.12037058899640074,-39,-114,1374,939.2814683030224
2023-08-21 02:45:00,155,164.78903685984665,85,99,-29,52,3.4985316773548183,2.436005563414712,0.43192627540215744,-47,-107,3222,2154.7694041302916
2023-08-21 02:46:00,346,395.0552598144359,25,71,250,39,2.73467275950267,3.4896051403490738,0.3650090739267351,-49,-83,4073,2191.837287115727
2023-08-21 02:47:00,516,503.04198583732506,21,51,444,56,2.5532203557215603,1.4400465194883494,0.03830375069184955,-44,-96,4490,2627.856812935452
2023-08-21 02:48:00,458,412.2284951460262,82,71,305,28,0.5473317358493296,2.705885697904291,0.16710200186463686,-47,-94,1652,985.3310723409322
2023-08-21 02:49:00,793,919.9505275891432,28,75,690,99,2.6516303128258847,0.012576098631225108,0.7062925213370133,-57,-83,1784,1025.218050452344
2023-08-21 02:50:00,577,689.0625331921622,68,43,466,26,1.0011331261966652,2.0782337957250503,0.3046837987183584,-50,-101,3928,2073.3398243956285
2023-08-21 02:51:00,588,680.816094307424,74,20,494,15,0.440135075562259,1.249102340140894,0.6040645423032972,-39,-120,1642,1085.9070824648913
2023-08-21 02:52:00,616,505.68664697325227,80,47,489,27,1.9535565077365369,4.218295094869556,0.392430760066813,-88,-87,2025,1356.4712573245854
2023-08-21 02:53:00,420,347.68740043338056,44,67,309,56,2.748434927179315,4.237794274912771,0.6165742207800514,-37,-87,2370,1201.0329398834285
2023-08-21 02:54:00,15,13.849099994077953,66,94,-145,74,1.9969936308756226,0.7343808100783639,0.09537255319135463,-75,-83,2058,1370.1744047548602
2023-08-21 02:55:00,122,123.90580639547547,34,58,30,18,0.6800805593781547,2.8035396018529606,0.3015076100165369,-35,-117,4705,3124.1257735770873
2023-08-21 02:56:00,359,409.41548416165404,31,15,313,54,1.060190027029635,4.215915273792051,0.7888776700784267,-70,-83,2562,1672.3384944574973
2023-08-21 02:57:00,305,295.89573755572604,96,60,149,77,7.17106435453296,2.244090530021464,0.6137658103842745,-57,-94,3853,2120.058358234954
2023-08-21 02:58:00,323,286.5069774579965,27,97,199,21,1.1591757646744068,1.355231933035241,0.8907522568139585,-49,-109,1293,729.9466490188692
2023-08-21 02:59:00,79,79.91207945702655,53,42,-16,64,6.0732993049993365,0.31653770894241207,0.6417676214029708,-62,-120,2354,1490.768281222201
2023-08-21 03:00:00,995,895.9981471773775,39,1,955,78,1.0573247413955646,0.3270100930622849,0.2024769501158018,-73,-112,2269,1473.0769519861838
2023-08-21 03:01:00,305,257.20759867904013,38,46,221,80,7.68706354505105,0.8867499035743298,0.6857333757863736,-43,-95,4316,2850.203280120862
2023-08-21 03:02:00,31,35.39302178313907,55,70,-94,74,6.663966152475511,1.990838091722611,0.4514503917249634,-70,-116,3872,1954.3195070793304
2023-08-21 03:03:00,705,575.1836110541848,98,44,563,83,0.019809096748597578,4.323487648651279,0.3372852257224134,-46,-101,4846,3130.735714404529
2023-08-21 03:04:00,675,740.6217714332709,42,71,562,15,0.5637787497939467,2.5496757007192605,0.6987114214432661,-59,-102,1199,736.1711477412919
